STT,Mã hồ sơ,Nhóm trạng thái,Trạng thái chi tiết,Số bản ghi hiện tại,Kiểm chứng 10%,Bản ghi giữ lại (#1),Thời gian cập nhật
996,H31.05.02.H31.09.2015.1946,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn thị trấn Như Quỳnh, huyện Văn Lâm",2026-09-21 12:19:31
997,H31.05.02.H31.09.2015.1945,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Hồ sơ về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Văn Lâm, tỉnh Hưng Yên",2026-09-21 12:19:33
998,H31.05.02.H31.09.2015.1944,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Hồ sơ về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Văn Giang,2026-09-21 12:19:35
999,H31.05.02.H31.09.2015.1943,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Hồ sơ cho ý kiến thẩm định dự án của doanh nghiệp trên địa bàn huyện Mỹ Hào,2026-09-21 12:19:37
1000,H31.05.02.H31.09.2015.1942,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Hồ sơ về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Kim Động,2026-09-21 12:19:40
1001,H31.05.02.H31.09.2015.1938,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Cấp phép xây dựng cho UBND xã Lạc Đạo, huyện Văn Lâm để  xây dựng cổng chào xã Lạc Đạo, huyện Văn Lâm",2026-09-21 12:19:42
1002,H31.05.02.H31.09.2015.1937,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc, thiết kế đô thị dự án Công ty CP Đầu tư phát triển Hùng Vương Hưng Yên tại xã Lạc Đạo, huyện Văn Lâm",2026-09-21 12:19:44
1003,H31.05.02.H31.09.2015.1941,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Tham gia ý kiến cho dự án đầu tư điều chỉnh của Công ty cổ phần đay và may Hưng Yên tại phường An Tảo, thành phố Hưng Yên và xã Đông Kết, huyện Khoái Châu",2026-09-21 12:19:46
1004,H31.05.02.H31.09.2015.1940,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Khoái Châu, tỉnh Hưng Yên",2026-09-21 12:19:49
1005,H31.05.02.H31.09.2015.1939,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Ân Thi,2026-09-21 12:19:51
1006,H31.05.02.H31.09.2015.1925,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về phương án kiến trúc công trình: Khu biệt thự Thủy Nguyên (gđ1) - thuộc dự án Khu biệt thự và khu nhà phố Thủy Nguyên tại huyện Văn Giang năm 2015,2026-09-21 12:19:53
1007,H31.05.02.H31.09.2015.1924,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc thẩm định và chấp thuận phương án kiến trúc công trình Nhà lớp học bộ môn Trường THPT Dương Quảng Hàm tại xã Liên Nghĩa, huyện Văn Giang năm 2015.",2026-09-21 12:19:55
1008,H31.05.02.H31.09.2015.1923,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về phương án kiến trúc công trình Nhà lớp học bộ môn Trường THPT Trần Hưng Đạo tại xã Thiện Phiến, huyện Tiên Lữ năm 2017.",2026-09-21 12:19:58
1009,H31.05.02.H31.09.2015.1922,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về phương án kiến trúc công trình Nhà lớp học bộ môn - Trường THPT Nam Phù Cừ tại xã Tam Đa, huyện Phù Cừ năm 2017.",2026-09-21 12:20:00
1010,H31.05.02.H31.09.2015.1921,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Phương án kiến trúc công trình Nhà lớp học lý thuyết - Trường THPT Phù Cừ năm 2015.,2026-09-21 12:20:02
1011,H31.05.02.H31.09.2015.1920,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về phương án kiến trúc Công trình: Khu nhà ở xã hội Phúc Hưng II tại TT Bần Yên Nhân, huyện Mỹ Hào năm 2015.",2026-09-21 12:20:04
1012,H31.05.02.H31.09.2015.1919,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về phương án kiến trúc các hạng mục công trình của chợ Bao Bì, thuộc dự án đầu tư xây dựng chợ Bao Bì và hạ tầng kỹ thuật khu nhà ở thương mại Phố Nối tại huyện Mỹ Hào năm 2015",2026-09-21 12:20:07
1013,H31.05.02.H31.09.2015.1918,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về phương án kiến trúc công trình: Xưởng sản xuất 5 tầng nhà máy may Youngone tại xã Chính Nghĩa, huyện Kim Động năm 2015",2026-09-21 12:20:09
1014,H31.05.02.H31.09.2015.1917,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về phương án kiến trúc công trình Trụ sở làm việc Bảo hiểm xã hội huyện Kim Động năm 2015,2026-09-21 12:20:11
1015,H31.05.02.H31.09.2015.1906,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Thẩm định mặt bằng điều chỉnh cục bộ chia lô khu D và phê duyệt phương án kiến trúc điều chỉnh mẫu nhà chia lô khu D thuộc dự án đầu tư xây dựng chợ Phố Hiến, thành phố Hưng Yên năm 2015",2026-09-21 12:20:13
1016,H31.05.02.H31.09.2015.1905,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Hồ sơ về việc thẩm định điều chỉnh mặt bằng quy hoạch tổng thể dự án đầu tư công trình siêu thị sách Hưng Yên tại phường An Tảo - thành phố Hưng Yên năm 2015,2026-09-21 12:20:16
1017,H31.05.02.H31.09.2015.1904,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Hồ sơ thẩm định chấp thuận mặt bằng quy hoạch tổng thể các dự án đầu tư xây dựng trên địa bàn tỉnh từ tháng 7-12,2026-09-21 12:20:18
1018,H31.05.02.H31.09.2014.1877,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc công trình Trụ sở kho bạc Nhà nước Tiên Lữ tại huyện Tiên Lữ, tỉnh Hưng Yên",2026-09-21 12:20:20
1019,H31.05.02.H31.09.2014.1875,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Điều chỉnh phương án kiến trúc công trình Khu nhà ở Phúc Thành tại xã Nhân Hòa, huyện Mỹ Hào",2026-09-21 12:20:23
1020,H31.05.02.H31.09.2014.1874,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc dự án chợ bao bì để thực hiện dự án chợ bao bì và khu nhà ở thương mại Phố Nối tại huyện Mỹ Hào, tỉnh Hưng Yên",2026-09-21 12:20:25
1021,H31.05.02.H31.09.2014.1873,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc tòa nhà hỗn hợp cao tầng và khu nhà ở để bán tại thị trấn Bần Yên Nhân, huyện Mỹ Hào",2026-09-21 12:20:27
1022,H31.05.02.H31.09.2013-2014.1876,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc công trình nhà thờ Phương Bồ tại xã Phan Sào Nam, huyện Phù Cừ",2026-09-21 12:20:29
1023,H31.05.02.H31.09.2013.1824,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Phương án kiến trúc trụ sở làm việc Huyện uỷ Khoái Châu,2026-09-21 12:20:31
1024,H31.05.02.H31.09.2012-2013.1825,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Phương án kiến trúc công trình Nhà văn hóa huyện Kim Động tại thị trấn Lương Bằng huyện Kim Động,2026-09-21 12:20:34
1025,H31.05.02.H31.09.2011-2013.1826,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc Công trình: Kho lưu trữ chứng từ, tài sản cầm cố của các Chi nhánh Ngân hàng VCB khu vực phía Bắc tại thị trấn Bần Yên Nhân, huyện Mỹ Hào.",2026-09-21 12:20:36
1026,H31.05.02.H31.09.2012.1805,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Văn Lâm, tỉnh Hưng Yên.",2026-09-21 12:20:38
1027,H31.05.02.H31.09.2012.1804,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Văn Giang,2026-09-21 12:20:40
1028,H31.05.02.H31.09.2012.1801,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Mỹ Hào,2026-09-21 12:20:43
1029,H31.05.02.H31.09.2012.1800,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Toàn Thắng, huyện Kim Động",2026-09-21 12:20:45
1030,H31.05.02.H31.09.2012.1799,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn huyện Khoái Châu, tỉnh Hưng Yên",2026-09-21 12:20:47
1031,H31.05.02.H31.09.2012.1785,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc công trình: ký túc xá 5 tầng đơn nguyên 4 - Trường ĐHSP kỹ thuật Hưng Yên cơ sở 2 tại xã Nhân Hòa, huyện Mỹ Hào, tỉnh Hưng Yên",2026-09-21 12:20:49
1032,H31.05.02.H31.09.2012.1784,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Phương án kiến trúc công trình chợ và hạ tầng kỹ thuật khu nhà ở thương mại Trương Xá tại xã Toàn Thắng huyện Kim Động,2026-09-21 12:20:52
1033,H31.05.02.H31.09.2012.1783,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc công trình Nhà tập đa năng - Trường THPT Kim Động tại thị trấn Lương Bằng, huyện Kim Đồng",2026-09-21 12:20:54
1034,H31.05.02.H31.09.2012.1782,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Phương án kiến trúc công trình nhà tập đa năng trường THPT Khoái Châu tại huyện Khoái Châu,2026-09-21 12:20:56
1035,H31.05.02.H31.09.2011.1760Đ,CẦN SCAN LẠI,Không tìm thấy hồ sơ (Không tìm thấy hồ sơ nào với mã này trên hệ thống Vinasynet),0,false,-,2026-09-21 12:21:00
1036,H31.05.02.H31.09.2011.1760F,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Cấp phép xây dựng cho công ty TNHH kỹ nghệ Thái Dương tại xã Lạc Đạo, huyện Văn Lâm để thực hiện dự án nhà máy sản xuất mực in gốc nước năm 2011",2026-09-21 12:21:02
1037,H31.05.02.H31.09.2011.1760E,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Cấp chứng chỉ quy hoạch cho các cơ quan doanh nghiệp năm 2011,2026-09-21 12:21:05
1038,H31.05.02.H31.09.2011.1760B,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Thẩm định mặt bằng quy hoạnh tổng thể dự án đầu tư của Công ty Cổ phần thương mại dịch vụ tổng hợp Hưng Yên và Công ty TNHH thương mại Hiếu Bắc trên địa bàn thành phố Hưng Yên năm 2011,2026-09-21 12:21:07
1039,H31.05.02.H31.09.2011.1760A,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Đề nghị phê duyệt địa điểm xây dựng các dự án đầu tư xây dựng trên địa bàn tình năm 2011,2026-09-21 12:21:09
1040,H31.05.02.H31.09.2011.1760D,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Đề nghị thoả thuận quy hoạch chi tiết xây dùng tỷ lệ 1/500 khu nhà ở và dịch vụ đô thị, công nghiệp Như Quỳnh, huyện Văn Lâm năm 2011",2026-09-21 12:21:11
1041,H31.05.02.H31.09.2011.1760C,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc Điều chinh quy hoạch chi tiết xây dựng tỷ lệ 1/500 của dự án thành phần thuộc khu đô thị thương mại - Du lịch Văn Giang năm 2011.,2026-09-21 12:21:14
1042,H31.05.02.H31.09.2011.1760,LỖI KHÓA,Bỏ qua (Lỗi máy chủ) (Đã thử gửi lệnh xóa nhưng máy chủ Vinasynet không cập nhật (bản ghi bị khóa)),50,false,"Lựa chọn nhà đầu tư khu biệt thự sinh thái và nhà ở liền kề trên địa bàn phường Hồng châu, thành phố Hưng Yên năm 2011.",2026-09-21 12:21:24
1043,H31.05.02.H31.09.2011.2661,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Mặt bằng quy hoạch tổng thể các dự án đầu tư xây dựng trên địa bàn huyện Yên Mỹ năm 2011,2026-09-21 12:21:26
1044,H31.05.02.H31.09.2011.2660,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Mặt bằng quy hoạch tổng thể các dự án đầu tư xây dựng trên địa bàn huyện Văn Lâm năm 2011,2026-09-21 12:21:29
1045,H31.05.02.H31.09.2010.2651,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Mặt bằng quy hoạch tổng thể các dự án đầu tư xây dựng trên địa bàn huyện Ân Thi năm 2011,2026-09-21 12:21:31
1046,H31.05.02.H31.09.2010.2650,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Mặt bằng quy hoạch tổng thể các dự án đầu tư xây dựng của huyện Yên Mỹ năm 2010,2026-09-21 12:21:33
1047,H31.05.02.H31.09.2010.2649,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Mặt bằng quy hoạy tổng thể các dự án đầu tư xây dựng trên địa bàn huyện Văn Lâm năm 2010,2026-09-21 12:21:36
1048,H31.05.02.H31.09.2010.2648,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Mặt bằng quy hoạch tổng thể các dự án đầu tư xây dựng trên địa bàn huyện Văn Giang năm 2010,2026-09-21 12:21:38
1049,H31.05.02.H31.09.2010.2647,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Mặt bằng quy hoạch tổng thể các dự án đầu tư Xây dựng trên địa bàn huyện Tiên Lữ năm 2010,2026-09-21 12:21:40
1050,H31.05.02.H31.09.2010.2646,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Hồ sơ mặt bằng quy hoạch tổng thể các dự án đầu tư xây dựng trên địa bàn huyện Phù Cừ năm 2010,2026-09-21 12:21:42
1051,H31.05.02.H31.09.2010.2645,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Mặt bằng quy hoạch tổng thể các dự án đầu tư xây dựng của huyện Mỹ Hào năm 2010,2026-09-21 12:21:45
1052,H31.05.02.H31.09.2010.2644,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Mặt bằng quy hoạch tổng thể các dự án đầu tư xây dựng trên địa bàn huyện Kim Động năm 2010,2026-09-21 12:21:47
1053,H31.05.02.H31.09.2010.2643,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Mặt bằng quy hoạch tổng thể các dự án đầu tư xây dựng của huyện Khoái Châu năm 2010.,2026-09-21 12:21:49
1054,H31.05.02.H31.09.2010.2642,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Mặt bằng quy hoạch tổng thể các dự án đầu tư xây dựng trên địa bàn thành phố Hưng Yên năm 2010.,2026-09-21 12:21:51
1055,H31.05.02.H31.09.2019.2628,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Hồ sơ đề nghị thẩm định quy hoạch chi tiết xây dựng cụm công nghiệp Phú Thịnh, huyện Kim Động tỷ lệ 1/500 năm 2019",2026-09-21 12:21:54
1056,H31.05.02.H31.09.2019.2619,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Xin chủ trương điều chỉnh quy hoạch chi tiết tỷ lệ 1/500 Khu A - Khu đô thị mới phía Đông, huyện Văn Giang",2026-09-21 12:21:56
1057,H31.05.02.H31.09.2019.2617,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Tham gia ý kiến về nhiệm vụ lập điều chỉnh quy hoạch chung xây dựng xã Nghĩa Trụ, huyện Văn Giang đến năm 2030, định hướng đến năm 2035.",2026-09-21 12:21:58
1058,H31.05.02.H31.09.2019.2616,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phê duyệt nhiệm vụ quy hoạch vùng huyện Yên Mỹ đến năm 2028, tầm nhìn đến năm 2035",2026-09-21 12:22:01
1059,H31.05.02.H31.09.2019.2615,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Thẩm định đồ án quy hoạch chi tiết xây dựng tỷ lệ 1/500 Nhà máy sản xuất, lắp ráp linh kiện điện tử; dịch vụ giao nhận vận chuyển Logistics tại xã Liêu Xá, huyện Yên Mỹ",2026-09-21 12:22:03
1060,H31.05.02.H31.09.2019.2614,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Tham gia ý kiến cho đồ án quy hoạch chi tiết tỷ lệ 1/500 Khu dân cư Trung tâm xã Phương Chiểu, TP Hưng Yên năm 2018",2026-09-21 12:22:05
1061,H31.05.02.H31.09.2019.2611,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Đề án bổ sung quy hoạch Khu công nghiệp Phố Nối A vào quy hoạch tổng thể phát triển các Khu công nghiệp của cả nước đến năm 2020,2026-09-21 12:22:07
1062,H31.05.02.H31.09.2019.2610,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Tham gia ý kiến cho nội dung điều chỉnh quy hoạch xây dựng nông thôn mới xã Lạc Đan đến năm 2020, huyện Văn Lâm năm 2018",2026-09-21 12:22:10
1063,H31.05.02.H31.09.2019.2609,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Cấp giấy phép quy hoạch dự án đầu tư xây dựng Trung tâm đào tạo bóng đá trẻ PVF tại xã Liên Nghĩa, huyện Văn Giang năm 2018",2026-09-21 12:22:12
1064,H31.05.02.H31.09.2019.2608,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Tham gia ý kiến cho nhiệm vụ lập quy hoạch chi tiết xây dựng tỷ lệ 1/500 khu liên hợp thể thao, văn hoá và dân cư, huyện Ân Thi năm 2018",2026-09-21 12:22:14
1065,H31.05.02.H31.09.2019.2607,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Thẩm định nhiệm vụ lập quy hoạnh chi tiết Xây dùng tỷ lệ 1/500 khu nhà ở xã hội dành cho công nhân khu công nghiệp tại xã Phùng Chí Kiên, huyện Mỹ Hào",2026-09-21 12:22:16
1066,H31.05.02.H31.09.2019.2580,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Vị trí xây dựng tượng đài cố Tổng Bí thư  Nguyễn Văn Linh và công viên cây xanh Quảng trường trung tâm tỉnh năm 2008,2026-09-21 12:22:19
1067,H31.05.02.H31.09.2019.2581,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Chấp thuận hồ sơ quy hoạch dự án đầu tư Khu tổ hợp sản xuất chế biến đồ gỗ và sản xuất lắp ráp đồ điện tử dân dụng tại xã Lý Thường Kiệt, huyện Yên Mỹ năm 2011",2026-09-21 12:22:21
1068,H31.05.02.H31.09.2019.2572,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Mặt bằng quy hoạch tổng thể dự án Làng quân nhân Bộ Chỉ huy quân sự tỉnh Hưng Yên tại xã Bảo Khê, thị xã Hưng Yên năm 2009.",2026-09-21 12:22:23
1069,H31.05.02.H31.09.2019.2571,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Thỏa thuận điều chỉnh quy hoạch chi tiết xây dựng tỷ lệ 1/500 khu đô thị thương mại và Du lịch Văn Giang năm 2009,2026-09-21 12:22:25
1070,H31.05.02.H31.09.2019.2570,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Đề nghị phê duyệt nhiệm vụ và dự toán lập quy hoạch chi tiết xây dựng tỷ lệ 1/500. Phát huy giá trị Khu di tích Đền Trần, Điền Mẫu và Công viên hồ Bán Nguyệt thành phố Hưng Yên năm 2019",2026-09-21 12:22:28
1071,H31.05.02.H31.09.2019.2569,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Rà soát các dự án đầu tư từ ngày 01/7/2014 đến nay năm 2019,2026-09-21 12:22:30
1072,H31.05.02.H31.09.2019.2568,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Rà soát, cung cấp hồ sơ dự án Khu nhà ở thương mại và dịch vụ Phúc Hưng tại phường Hiến Nam, thành phố Hưng Yên năm 2019",2026-09-21 12:22:32
1073,H31.05.02.H31.09.2019.2567,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Bổ sung nguồn vốn thực hiện lập QHCT xây dựng tỷ lệ 1/500 phát huy giá trị khu di tích lịch sử Đền Phù Ủng, xã Phù Ủng, huyện Ân Thi năm 2019.",2026-09-21 12:22:35
1074,H31.05.02.H31.09.2019.2521,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Dị Sử và xã Hưng Long,2026-09-21 12:22:37
1075,H31.05.02.H31.09.2019.2520,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Hưng Long, huyện Mỹ Hào",2026-09-21 12:22:39
1076,H31.05.02.H31.09.2019.2519,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên đị bàn xã Hòa Phong, huyện Mỹ Hào",2026-09-21 12:22:41
1077,H31.05.02.H31.09.2019.2518,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Dị Sử, huyện Mỹ Hào",2026-09-21 12:22:44
1078,H31.05.02.H31.09.2019.2490,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc công trình Showroom ô tô Duy Khánh tại xã Bảo Khê, thành phố Hưng Yên",2026-09-21 12:22:46
1079,H31.05.02.H31.09.2019.2489,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc công trình Siêu thị sách Hưng Yên tại phường An Tảo, thành phố Hưng Yên",2026-09-21 12:22:48
